"","Isolate","numOTUs","mixed","contamFlag","kingdom","phylum","class","order","family","genus","species"
"1","1D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum",NA
"2","100D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"3","101D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified",NA
"4","103D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"5","104D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"6","106D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"7","107D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"8","108D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"9","109D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"10","11DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"11","110D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"12","111D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"13","114D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"14","119D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"15","120D3",1,FALSE,FALSE,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","bacII","bacII_A","Flavo_A3"
"16","122D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"17","123D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"18","124D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"19","125DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"20","128D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"21","129D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"22","132D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"23","133DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"24","134D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified",NA
"25","142D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"26","143D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified",NA
"27","146D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"28","147D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"29","148D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"30","154D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"31","159D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"32","162D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum",NA
"33","163D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"34","166D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"35","167D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"36","169D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"37","17D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified","Burkholderiales_unclassified"
"38","170D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum",NA
"39","173D3",1,FALSE,FALSE,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"40","174D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","alfIV","alfIV_unclassified","alfIV_unclassified"
"41","176D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"42","178D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"43","184D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"44","185D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"45","186D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"46","189D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"47","191D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"48","192D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"49","193D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"50","194D3",1,FALSE,FALSE,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcales_unclassified","Micrococcales_unclassified",NA
"51","196D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"52","2D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella",NA
"53","20D3",1,FALSE,FALSE,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","bacII","bacII_A","Flavo_A3"
"54","202D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"55","206D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"56","21D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"57","210D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella",NA
"58","211D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"59","215D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum",NA
"60","217D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"61","218D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"62","219D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"63","22D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified","Burkholderiales_unclassified"
"64","220D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum",NA
"65","221D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"66","222D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"67","223D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"68","224D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"69","225D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Azospirillum",NA
"70","226D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"71","228D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella",NA
"72","23D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified","Burkholderiales_unclassified"
"73","230D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"74","240D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
