"Isolate","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","exact_isolate","asymptote","intercept","growthParam","growthrate","r2","std_error","outlier"
"29DF","chlorella","2",6.32873085160149e-06,0.999993671269148,0.00433611365707571,0.995663886342924,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_2_29DF_G9",500.130079132085,-9.32644078208199,0.0923193566197673,0.0378748718728779,0.974028548171094,0.00357069549721911,FALSE
"30,1DF","chlorella","2",0.0245903966468481,0.975409603353152,0.964166525090598,0.0358334749094016,"Increased CC","Decreased GR","Increased CC
Decreased GR","Plate_2_30,1DF_B10",562.576765447723,-3.03947235763644,0.0172562307744169,0.0316052633241723,0.947024080142078,0.00431576240878539,FALSE
"30,1DF","chlorella","2",0.0245903966468481,0.975409603353152,0.964166525090598,0.0358334749094016,"Increased CC","Decreased GR","Increased CC
Decreased GR","Plate_2_30,1DF_C10",736.32392456713,-3.22863505366113,0.0152469384781685,0.0310232114391737,0.939834325892429,0.00453184312137479,TRUE
"30,1DF","chlorella","2",0.0245903966468481,0.975409603353152,0.964166525090598,0.0358334749094016,"Increased CC","Decreased GR","Increased CC
Decreased GR","Plate_2_30,1DF_D10",454.106559987104,-3.00191954616893,0.0183820593487187,0.0308035263657704,0.950048121138301,0.00407795962955692,FALSE
"31DF","chlorella","2",0.0411829037300752,0.958817096269925,0.808488912410206,0.191511087589794,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_2_31DF_E10",322.631750631212,-3.16442412571358,0.0244666644936356,0.0306718967817828,0.959730848676799,0.00362736716829257,FALSE
"31DF","chlorella","2",0.0411829037300752,0.958817096269925,0.808488912410206,0.191511087589794,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_2_31DF_F10",374.584009108014,-2.95704501316651,0.0201449734722735,0.0333120092226004,0.93578045218004,0.00503833265059008,FALSE
"31DF","chlorella","2",0.0411829037300752,0.958817096269925,0.808488912410206,0.191511087589794,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_2_31DF_G10",498.362477617459,-3.21044744505721,0.0187239872592259,0.0305292511691244,0.954820183121391,0.00383413113389424,FALSE
"AC","chlorella","2",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_2_AC_B11",252.471766555661,-5.8086238034997,0.0613405991626806,0.0323656689889727,0.963154768881987,0.00365482480441347,FALSE
"AC","chlorella","2",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_2_AC_C11",232.008211295936,-5.58174541210727,0.0598713132876919,0.0318791170473182,0.961010811929745,0.00370726486890424,FALSE
"AC","chlorella","2",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_2_AC_D11",223.877041329289,-5.88419692901325,0.0642410094479272,0.0318640935863923,0.961054106058521,0.00370337645162418,FALSE
"AC","chlorella","2",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_2_AC_E11",218.239415795801,-5.31994985091897,0.0568467259492604,0.0341166363245644,0.945699988905779,0.00471985705519825,FALSE
"12D3","chlorella","3",3.53622170271592e-07,0.99999964637783,0.014928385229693,0.985071614770307,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_12D3_E8",331.904584614305,-6.75055679487098,0.0624452012445754,0.0361857551609224,0.965984548907672,0.00392039692976862,FALSE
"12D3","chlorella","3",3.53622170271592e-07,0.99999964637783,0.014928385229693,0.985071614770307,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_12D3_F8",326.820539740131,-6.45028303090363,0.0628878245921691,0.0365942710787572,0.954179120630063,0.00462987460514076,FALSE
"12D3","chlorella","3",3.53622170271592e-07,0.99999964637783,0.014928385229693,0.985071614770307,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_12D3_G8",336.504050203612,-6.74960729258026,0.0643883621794546,0.0338738999467301,0.972151349485799,0.00331008928864107,FALSE
"13D3","chlorella","3",0.981748234383393,0.0182517656166073,0.696637967649544,0.303362032350456,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_13D3_B9",180.280202461539,-2.61033523838937,0.0369067836635582,0.0290115773838375,0.851691835111587,0.00698959486579354,FALSE
"13D3","chlorella","3",0.981748234383393,0.0182517656166073,0.696637967649544,0.303362032350456,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_13D3_C9",161.089072531481,-2.85268303937924,0.0393889471531869,0.0315099234368596,0.861088945714125,0.00730686556888998,FALSE
"13D3","chlorella","3",0.981748234383393,0.0182517656166073,0.696637967649544,0.303362032350456,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_13D3_D9",150.96338643592,-3.08653270153391,0.0484694911360246,0.0313714229844725,0.841613948001487,0.00785734089441809,FALSE
"14D3","chlorella","3",0.998137384242193,0.00186261575780654,0.619246387872382,0.380753612127618,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_14D3_E9",167.155151668018,-3.77874253778102,0.0464618405695849,0.0319312381859962,0.893580690702081,0.00636207027703448,FALSE
"14D3","chlorella","3",0.998137384242193,0.00186261575780654,0.619246387872382,0.380753612127618,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_14D3_F9",151.848562037502,-4.00477536348176,0.0515332946258773,0.0317969882778008,0.897513551125203,0.00620351840080424,FALSE
"14D3","chlorella","3",0.998137384242193,0.00186261575780654,0.619246387872382,0.380753612127618,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_14D3_G9",150.669906932919,-3.66011588164231,0.0466604794711541,0.028460212186716,0.904250273359184,0.00534689866430577,FALSE
"17D3","chlorella","3",0.000288896064640164,0.99971110393536,0.00583997407488545,0.994160025925115,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_17D3_E10",374.100315410505,-7.00147547105747,0.0716107621349243,0.0384908103156954,0.954215227957615,0.00486781184651605,FALSE
"17D3","chlorella","3",0.000288896064640164,0.99971110393536,0.00583997407488545,0.994160025925115,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_17D3_F10",394.200483739415,-7.51042070750501,0.0767895637898135,0.0389856150258909,0.957145181119669,0.00476271600635679,FALSE
"17D3","chlorella","3",0.000288896064640164,0.99971110393536,0.00583997407488545,0.994160025925115,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_17D3_G10",401.522375248209,-7.41528810714568,0.0759985097720765,0.0362708315264126,0.96478771438781,0.00400062744903173,FALSE
"1D3","chlorella","3",1.92595308245092e-05,0.999980740469176,4.09737976719088e-07,0.999999590262023,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_1D3_E3",343.680795874182,-7.7235188758171,0.0798561603358805,0.0384598921484252,0.964955643700219,0.00423158240850851,FALSE
"1D3","chlorella","3",1.92595308245092e-05,0.999980740469176,4.09737976719088e-07,0.999999590262023,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_1D3_F3",331.870521704683,-7.79228578822852,0.0790719858347926,0.038026623020911,0.970368144241228,0.00383652729215483,FALSE
"1D3","chlorella","3",1.92595308245092e-05,0.999980740469176,4.09737976719088e-07,0.999999590262023,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_1D3_G3",347.687149840724,-7.85294765814489,0.0801268706328151,0.0382841509830665,0.96161467139679,0.00441611611491227,FALSE
"32DF","chlorella","3",0.00298382656030896,0.997016173439691,0.116270865165923,0.883729134834077,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_32DF_B2",347.905471549264,-5.94682475591003,0.0544814663509233,0.0313695265760238,0.987985762734592,0.00199719328027523,FALSE
"32DF","chlorella","3",0.00298382656030896,0.997016173439691,0.116270865165923,0.883729134834077,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_32DF_C2",330.266280504665,-5.68990793115522,0.0515338305197901,0.0357989583704656,0.974763452941082,0.0033256390470799,FALSE
"32DF","chlorella","3",0.00298382656030896,0.997016173439691,0.116270865165923,0.883729134834077,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_32DF_D2",306.807875796659,-5.80028204514501,0.054514611133891,0.0328030242650902,0.980178809843208,0.00269318053627292,FALSE
"33DF","chlorella","3",0.0196053872673307,0.980394612732669,0.0109332805354971,0.989066719464503,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_33DF_E2",220.700093888373,-3.64810021801693,0.0401890091721603,0.0330696771839241,0.898941461689963,0.00640162350199117,FALSE
"33DF","chlorella","3",0.0196053872673307,0.980394612732669,0.0109332805354971,0.989066719464503,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_33DF_F2",221.514249539,-3.14068749084352,0.033491769713282,0.0323255980616048,0.883446742007877,0.00677888026997785,FALSE
"33DF","chlorella","3",0.0196053872673307,0.980394612732669,0.0109332805354971,0.989066719464503,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_33DF_G2",208.808593126071,-3.22622441154603,0.0344989310285619,0.0320890056001137,0.890889473766097,0.00648361238324539,FALSE
"34DF","chlorella","3",0.0276918907614199,0.97230810923858,0.0565199413334303,0.94348005866657,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_34DF_B3",265.567377051754,-3.95089544825452,0.0415723745807964,0.0316726425662926,0.930888070430187,0.00498254751746698,FALSE
"34DF","chlorella","3",0.0276918907614199,0.97230810923858,0.0565199413334303,0.94348005866657,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_34DF_C3",233.33766706236,-4.2519778320364,0.0449047675042169,0.0338227370211626,0.92674906892011,0.00549001608645939,FALSE
"34DF","chlorella","3",0.0276918907614199,0.97230810923858,0.0565199413334303,0.94348005866657,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_34DF_D3",231.094417446881,-4.86948838472208,0.0529380989591333,0.0343710683900032,0.934019558183622,0.00527426600060361,FALSE
"3D3","chlorella","3",0.000519008708179729,0.99948099129182,0.00949389894375985,0.99050610105624,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_3D3_B4",457.269891368264,-6.29528379822028,0.0640099601389404,0.0395483219512787,0.946958739024328,0.00540391893598821,FALSE
"3D3","chlorella","3",0.000519008708179729,0.99948099129182,0.00949389894375985,0.99050610105624,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_3D3_C4",421.133433802711,-6.26314507627447,0.0647880136850199,0.0362697966157096,0.957838279596727,0.00439336777437624,FALSE
"3D3","chlorella","3",0.000519008708179729,0.99948099129182,0.00949389894375985,0.99050610105624,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_3D3_D4",431.704346366333,-6.96143239885516,0.0714626164420077,0.0395220490255384,0.954453437958052,0.0049845878251128,FALSE
"4,1D3","chlorella","3",0.769685073331058,0.230314926668942,0.269672608330167,0.730327391669833,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_4,1D3_B5",205.713805952227,-3.41318958895187,0.0430096139069322,0.0331903270946936,0.876735554669635,0.00718514453035943,FALSE
"4,1D3","chlorella","3",0.769685073331058,0.230314926668942,0.269672608330167,0.730327391669833,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_4,1D3_C5",196.26167086208,-3.17392814038739,0.0415804114318527,0.0299392391422118,0.878015121545791,0.00644291101184076,FALSE
"4,1D3","chlorella","3",0.769685073331058,0.230314926668942,0.269672608330167,0.730327391669833,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_4,1D3_D5",187.633058146681,-3.46038070241972,0.0423808234090973,0.0324211583661103,0.884302778965348,0.00677062669355188,FALSE
"4D3","chlorella","3",0.432990578064576,0.567009421935424,0.522461404006771,0.477538595993229,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_4D3_E4",176.047486315819,-3.0075470816763,0.0395551378706153,0.0290478502094995,0.875588956891446,0.0063216827461217,FALSE
"4D3","chlorella","3",0.432990578064576,0.567009421935424,0.522461404006771,0.477538595993229,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_4D3_F4",275.473472595954,-4.16807143673228,0.0432073091467493,0.0346728728438854,0.916164831625367,0.00605557673299117,FALSE
"4D3","chlorella","3",0.432990578064576,0.567009421935424,0.522461404006771,0.477538595993229,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_4D3_G4",172.588144134802,-3.81459823833011,0.047479665177317,0.0293076501302116,0.903885599856563,0.00551769724508014,FALSE
"5D3","chlorella","3",0.999927969249965,7.20307500352885e-05,0.876899600612073,0.123100399387927,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_5D3_E5",151.348042089061,-5.65451020390052,0.0532528452759741,0.0303362816145783,0.974552950453449,0.00283020384920183,FALSE
"5D3","chlorella","3",0.999927969249965,7.20307500352885e-05,0.876899600612073,0.123100399387927,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_5D3_F5",161.45573879929,-3.79022655352314,0.0402697303243587,0.0307756621850005,0.921413427338056,0.00518911965092773,FALSE
"5D3","chlorella","3",0.999927969249965,7.20307500352885e-05,0.876899600612073,0.123100399387927,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change","Plate_3_5D3_G5",154.978285358348,-4.19190204607334,0.0440880263322366,0.0278149193047768,0.947359880770258,0.00378545523306094,FALSE
"6D3","chlorella","3",0.00081156945047268,0.999188430549527,0.0408145333603617,0.959185466639638,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_6D3_B6",295.401466490433,-3.16074574049487,0.0373968656576885,0.0325057366197115,0.885967997910703,0.00673292446068924,FALSE
"6D3","chlorella","3",0.00081156945047268,0.999188430549527,0.0408145333603617,0.959185466639638,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_6D3_C6",305.471052946506,-3.48194186715292,0.0431939245800649,0.0361199626401719,0.874209848148135,0.0079104672795009,FALSE
"6D3","chlorella","3",0.00081156945047268,0.999188430549527,0.0408145333603617,0.959185466639638,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_3_6D3_D6",281.712564509191,-3.42026804184334,0.0378995015339764,0.0349275679242755,0.892500333381299,0.00699853411165112,FALSE
"7D3","chlorella","3",0.860185700537302,0.139814299462698,0.315071979817656,0.684928020182344,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_7D3_E6",179.260207706592,-3.93624583763567,0.0475512947952451,0.0324271307443537,0.899836527062077,0.00624627028944441,FALSE
"7D3","chlorella","3",0.860185700537302,0.139814299462698,0.315071979817656,0.684928020182344,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_7D3_F6",192.101125643924,-4.27574351335762,0.0471181673008724,0.0297894242000865,0.9351725845994,0.00452829750319134,FALSE
"7D3","chlorella","3",0.860185700537302,0.139814299462698,0.315071979817656,0.684928020182344,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_3_7D3_G6",203.107625069651,-3.57764071819819,0.0414319507463813,0.0327630169246357,0.890873009124483,0.00662035759313868,FALSE
"8,1D3","chlorella","3",0.0164247592727577,0.983575240727242,0.0701122430834707,0.929887756916529,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_8,1D3_E7",252.24451371485,-5.39576845433475,0.0636164742293377,0.0331383367202397,0.934779108313007,0.00505369405163516,FALSE
"8,1D3","chlorella","3",0.0164247592727577,0.983575240727242,0.0701122430834707,0.929887756916529,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_3_8,1D3_F7",269.27678556109,-9.18025576100034,0.0789099946649692,0.031780347979783,0.983897917860567,0.00234727524693422,FALSE
