"otu","Isolate","count","totalReads","otuMatches","readType","contamFlag","numOTUs","mixed","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","meanCC","seCC","meanGR","seGR","Domain","Phylum","Class","Order","Family","Genus"
"Otu00016","136DF",982,1000,19,"miseq",FALSE,1,FALSE,"selenastrum","21",0.0556231185347424,0.944376881465258,0.196385145467319,0.803614854532681,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",488.428597028468,24.4599640846726,0.0255075559957303,0.00170109342366727,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00016","137DF",979,1000,22,"miseq",FALSE,1,FALSE,"selenastrum","23",0.804217954566742,0.195782045433258,0.0620091184485354,0.937990881551465,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",534.151528975092,37.3096745809178,0.0205281535036821,0.000437813434498089,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00016","142,1DF",138,994,52,"miseq",FALSE,2,TRUE,"selenastrum","24",0.186414320468481,0.813585679531519,0.76552435880532,0.23447564119468,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",900.327571053381,421.876378651146,0.0199614891360941,0.00330342931900382,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00016","36,1D3",202,987,68,"miseq",FALSE,2,TRUE,"chlorella","5",0.000413799398509004,0.999586200601491,0.036459554770661,0.963540445229339,"Increased CC","Increased GR","Increased CC
Increased GR",422.035123819153,10.5238625065885,0.0589671520087687,0.00298174163849932,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","111,2DF",972,999,17,"miseq",FALSE,1,FALSE,"monoraphidium","18",0.687425474503321,0.312574525496679,0.00704945112896998,0.99295054887103,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",364.577954904631,156.990502722818,0.030997108193989,0.000911242119021411,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","113,1DF",974,1000,26,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.0657248867389052,0.934275113261095,0.995936983520132,0.0040630164798678,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",5029.69161323439,1770.95939019771,0.00919610064338091,0.00152264687416538,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","115DF",965,1000,36,"miseq",FALSE,1,FALSE,"monoraphidium","16",0.0364532653314961,0.963546734668504,0.98381236372798,0.0161876362720201,"Increased CC","Decreased GR","Increased CC
Decreased GR",10996.6513854675,2965.01396869671,0.0104474248359901,0.000418697864264179,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","119DF",975,999,25,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.999930527321574,6.94726784255687e-05,0.0514096427493509,0.948590357250649,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change",85.9808799881533,3.77161794798687,0.038875677707419,0.00723284580246159,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","127DF",81,176,75,"miseq",FALSE,2,TRUE,"selenastrum","21",0.120559458548441,0.879440541451558,0.963023457829523,0.0369765421704773,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",2311.18153192919,1143.25650378086,0.0130436009827097,0.00325139146779678,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","128,1DF",14,61,48,"miseq",FALSE,1,FALSE,"selenastrum","22",0.00379520790696975,0.99620479209303,0.996032180055383,0.00396781994461675,"Increased CC","Decreased GR","Increased CC
Decreased GR",455.027621792045,21.0162862777453,0.0180969264496619,0.000517092626578451,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","131DF",993,1000,8,"miseq",FALSE,1,FALSE,"selenastrum","24",0.202231720580783,0.797768279419217,0.945914663382294,0.054085336617706,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",651.785103459761,218.619458377114,0.00656621161843871,0.000480693950272825,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","132,1DF",961,998,38,"miseq",FALSE,1,FALSE,"selenastrum","25",0.994344154508597,0.0056558454914029,0.999141809897919,0.000858190102080662,"Decreased CC","Decreased GR","Decreased CC
Decreased GR",119.119578298567,42.5202846542687,0.00889079488952076,0.00139887433577172,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","144,1DF",979,1000,22,"miseq",FALSE,1,FALSE,"selenastrum","22",0.0228183490533491,0.977181650946651,0.998751603461874,0.00124839653812646,"Increased CC","Decreased GR","Increased CC
Decreased GR",1818.60084777302,331.694332847587,0.0109744801993157,0.000159702122240563,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","145DF",644,669,26,"miseq",FALSE,1,FALSE,"selenastrum","25",6.88409795298338e-05,0.99993115902047,0.999495968690111,0.000504031309888971,"Increased CC","Decreased GR","Increased CC
Decreased GR",791.850214515402,20.933679240468,0.0179917923918531,0.000412379261573391,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","149DF",974,999,15,"miseq",FALSE,1,FALSE,"selenastrum","23",0.737148715824778,0.262851284175222,0.857095344814142,0.142904655185858,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",537.277827144181,82.2064073334474,0.0153367108632113,0.000677972847961691,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","150DF",131,987,57,"miseq",FALSE,2,TRUE,"selenastrum","25",0.01637754738552,0.98362245261448,0.999997754339684,2.24566031580505e-06,"Increased CC","Decreased GR","Increased CC
Decreased GR",963.696536621983,101.96371815238,0.0144107869912647,0.000344786483752319,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","151DF",862,990,47,"miseq",FALSE,1,FALSE,"selenastrum","24",0.000372920187914512,0.999627079812085,0.882262739716339,0.117737260283661,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",1165.53062221542,44.2881729021805,0.0140203949428286,0.000496699069278824,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","153D3",952,999,26,"miseq",FALSE,1,FALSE,"scenedesmus","13",0.0787040530059452,0.921295946994055,0.114195764317467,0.885804235682533,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",1354.58800163136,393.886562895463,0.0223592293607183,0.00144673919379974,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","160D3",943,997,31,"miseq",FALSE,1,FALSE,"monoraphidium","17",0.197904233681154,0.802095766318846,0.928140153374966,0.0718598466250343,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",18586.390354635,16122.7863887792,0.00817693592200903,0.000622644726917081,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","188D3",962,981,16,"miseq",FALSE,1,FALSE,"monoraphidium","18",0.987747020215495,0.0122529797845052,0.24378740930699,0.75621259069301,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change",140.370703322863,56.7250330338643,0.0431219889941165,0.0262179003172775,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","202D3",569,960,45,"miseq",FALSE,2,TRUE,"selenastrum","23",0.954059569430008,0.0459404305699918,0.00287588976417764,0.997124110235822,"Decreased CC","Increased GR","Decreased CC
Increased GR",433.878352861529,17.3525782455448,0.0267771410389399,0.00135695369315993,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","204D3",980,998,19,"miseq",FALSE,1,FALSE,"selenastrum","21",0.0023935482745974,0.997606451725403,0.118436301285407,0.881563698714593,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",521.711207471374,10.1410461289003,0.0249104208967411,4.81328237511963e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","32DF",69,457,67,"miseq",FALSE,2,TRUE,"chlorella","3",0.00282570340083037,0.99717429659917,0.972119140087531,0.0278808599124689,"Increased CC","Decreased GR","Increased CC
Decreased GR",396.929085419203,14.7872337059611,0.0487969357223947,0.00108653565747911,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","46D3",976,999,12,"miseq",FALSE,1,FALSE,"chlorella","5",0.00575377039710325,0.994246229602897,0.653849080260274,0.346150919739726,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",606.980608884863,43.563993840107,0.0453096604385515,0.010479533685563,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","65D3",834,971,21,"miseq",FALSE,1,FALSE,"coelastrum","6",0.363805116297914,0.636194883702086,0.803140438492779,0.196859561507221,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",496.37956879883,31.7465900140419,0.0303299889611846,0.00162617708539706,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","65DF",969,994,25,"miseq",FALSE,1,FALSE,"scenedesmus","14",0.99679450040843,0.00320549959157037,0.000293231148096831,0.999706768851903,"Decreased CC","Increased GR","Decreased CC
Increased GR",533.299189611768,14.1544206149404,0.0323085295814063,0.000506191806904029,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","86DF",855,968,32,"miseq",FALSE,1,FALSE,"scenedesmus","15",0.129332303952489,0.870667696047511,0.943787769536308,0.0562122304636924,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",638.607885623117,36.0667003910999,0.0266405529606314,0.00032502030582156,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","94DF",912,1000,32,"miseq",FALSE,1,FALSE,"monoraphidium","17",0.114890863363211,0.885109136636789,0.717149641479029,0.282850358520971,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",20414.1574714259,11197.5325701648,0.00942401228983217,0.00150763788766018,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","99D3",822,991,28,"miseq",FALSE,1,FALSE,"scenedesmus","12",0.162891919898182,0.837108080101818,0.0418210211220456,0.958178978877954,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",422.873924248431,14.8046023251629,0.0290268188297115,0.00204431200204392,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","202D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","23",0.954059569430008,0.0459404305699918,0.00287588976417764,0.997124110235822,"Decreased CC","Increased GR","Decreased CC
Increased GR",433.878352861529,17.3525782455448,0.0267771410389399,0.00135695369315993,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","246D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","23",0.997367854834486,0.00263214516551391,0.614905545765741,0.385094454234259,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change",70.4819217127964,3.0246045761478,0.0166845027419867,0.00159354280828234,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","54DF",1,1,1,"sanger",FALSE,1,FALSE,"coelastrum","8",0.0449646760630878,0.955035323936912,0.148034594883351,0.851965405116649,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",514.279103644938,10.8463296262492,0.0285795656487511,0.000316601929327068,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","64DF",1,1,1,"sanger",FALSE,1,FALSE,"scenedesmus","14",0.996862471036607,0.00313752896339337,0.000378216595170812,0.999621783404829,"Decreased CC","Increased GR","Decreased CC
Increased GR",512.578964234993,3.58588441216574,0.0315680507347832,0.000248135700731464,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","67D3",1,1,1,"sanger",FALSE,1,FALSE,"coelastrum","7",0.0757961472954955,0.924203852704504,0.0443933332270157,0.955606666772984,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",556.485308526223,22.8443458156322,0.0370539175913331,0.00222539714312035,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00003","68D3",1,1,1,"sanger",FALSE,1,FALSE,"coelastrum","8",0.0737220962410308,0.926277903758969,0.195167385321231,0.804832614678769,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",518.199681660936,15.3969163885673,0.0281250939272878,0.00073614203249683,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00009","101DF",971,999,24,"miseq",FALSE,1,FALSE,"monoraphidium","18",0.147655435211034,0.852344564788966,0.0307825269378709,0.969217473062129,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",608.298731398596,109.767338593525,0.027284795934859,0.000466352886186836,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","104DF",984,1000,17,"miseq",FALSE,1,FALSE,"monoraphidium","17",0.16854165925609,0.83145834074391,0.419964479482776,0.580035520517224,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",1801.51251831487,214.462299429384,0.0109357228231996,0.00070663097985113,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","110DF",941,970,17,"miseq",FALSE,1,FALSE,"monoraphidium","20",0.00519906017888957,0.99480093982111,0.999838393634456,0.000161606365543799,"Increased CC","Decreased GR","Increased CC
Decreased GR",1367.27192579375,99.3306660029455,0.0102394874816735,0.000530772950316076,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","113,2DF",981,1000,20,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.0496963106679073,0.950303689332093,0.976141740837615,0.0238582591623854,"Increased CC","Decreased GR","Increased CC
Decreased GR",861.412841787333,79.9260064289057,0.014457993487869,0.00105010044049401,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","117DF",282,945,27,"miseq",FALSE,2,TRUE,"monoraphidium","16",0.0340045036022085,0.965995496397791,0.736518058497769,0.263481941502231,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",1186.75812511988,150.14128235508,0.0131323275694806,0.000814705169780033,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","122DF",952,987,36,"miseq",FALSE,1,FALSE,"selenastrum","25",0.122894033945168,0.877105966054832,0.999999975931948,2.40680516516605e-08,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",2820.09811683975,1470.47068171388,0.00971278005551073,0.000284791533727272,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","12,1DF",836,975,25,"miseq",FALSE,1,FALSE,"chlorella","1",0.0095537416420207,0.990446258357979,0.0584079320967213,0.941592067903279,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",273.378663296767,10.1599670989595,0.0544775225325798,0.00145568099303243,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","143DF",730,998,51,"miseq",FALSE,2,TRUE,"selenastrum","25",0.0900413053106461,0.909958694689354,0.981894183262823,0.0181058167371767,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",3546.48488796087,1537.94642425664,0.0130895447322,0.00216821873640864,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","32DF",322,457,67,"miseq",FALSE,2,TRUE,"chlorella","3",0.00282570340083037,0.99717429659917,0.972119140087531,0.0278808599124689,"Increased CC","Decreased GR","Increased CC
Decreased GR",396.929085419203,14.7872337059611,0.0487969357223947,0.00108653565747911,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","52,2DF",972,987,15,"miseq",FALSE,1,FALSE,"coelastrum","7",0.0311825775698615,0.968817422430138,0.54069334739716,0.45930665260284,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",555.103129155841,9.74122431123361,0.0298695875363575,0.00209153691587913,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00009","66DF",958,998,24,"miseq",FALSE,1,FALSE,"scenedesmus","14",0.978362063489929,0.0216379365100707,0.000192716222692405,0.999807283777308,"Decreased CC","Increased GR","Decreased CC
Increased GR",555.236679698957,20.5699979065692,0.0323287273334976,0.000281537053893236,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","107DF",976,1000,25,"miseq",FALSE,1,FALSE,"monoraphidium","18",3.83334602441806e-05,0.999961666539756,0.932789622885719,0.0672103771142812,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",683.987759163535,9.83397967852286,0.0165231971917995,0.000488831974664821,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","121DF",277,843,23,"miseq",FALSE,3,TRUE,"monoraphidium","18",0.172997949533324,0.827002050466676,0.537340490082389,0.462659509917611,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",711.351463572961,210.143020802147,0.0203483255435672,0.00573352264095014,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","124,2DF",5,49,39,"miseq",FALSE,2,TRUE,"selenastrum","22",0.00192009551033438,0.998079904489666,0.781525364877831,0.218474635122169,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",473.893555323062,1.71360348988953,0.027962852443886,0.000913828327870274,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","127DF",22,176,75,"miseq",FALSE,2,TRUE,"selenastrum","21",0.120559458548441,0.879440541451558,0.963023457829523,0.0369765421704773,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",2311.18153192919,1143.25650378086,0.0130436009827097,0.00325139146779678,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","128DF",378,992,51,"miseq",FALSE,2,TRUE,"selenastrum","21",0.208335125351519,0.791664874648481,0.955750348025732,0.0442496519742682,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",5297.74666729568,4795.45828563593,0.016436544733302,0.002488132538475,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","130DF",29,71,35,"miseq",FALSE,2,TRUE,"selenastrum","21",0.211028431972961,0.788971568027039,0.996356523015642,0.00364347698435763,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",84412.1069656837,83855.6402110641,0.0116999997155101,0.00167431851095956,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","135DF",698,993,41,"miseq",FALSE,2,TRUE,"selenastrum","21",0.0695947229287179,0.930405277071282,0.999192560015543,0.000807439984457225,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",870.8840166594,186.316320466461,0.0153426811316761,0.000918513900865212,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","136,1DF",978,998,21,"miseq",FALSE,1,FALSE,"selenastrum","21",0.0024262295232972,0.997573770476703,0.991621730949737,0.00837826905026259,"Increased CC","Decreased GR","Increased CC
Decreased GR",549.86769648783,17.8468125651805,0.0190612567146413,0.000897965817691989,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","139DF",980,1000,21,"miseq",FALSE,1,FALSE,"selenastrum","25",0.00460698907590601,0.995393010924094,0.686253977048,0.313746022952,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",553.984820169434,21.4029048227259,0.0217684124788685,0.000408398100839235,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","140DF",984,999,16,"miseq",FALSE,1,FALSE,"selenastrum","22",0.00132762364480603,0.998672376355194,0.788278566684365,0.211721433315635,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",462.118294763848,7.26518171062491,0.0277977716830453,0.00122963814879364,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","141,1DF",966,998,33,"miseq",FALSE,1,FALSE,"selenastrum","21",0.0118574435391157,0.988142556460884,0.868909570519788,0.131090429480212,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",493.408247822508,13.0035994252296,0.0223862836637884,0.00010960428893926,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","142DF",973,999,27,"miseq",FALSE,1,FALSE,"selenastrum","22",0.0308899697824898,0.96911003021751,0.998038155370628,0.00196184462937183,"Increased CC","Decreased GR","Increased CC
Decreased GR",785.935737251675,123.013379628098,0.0148769590551189,0.000460435459659381,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","143,1DF",991,999,9,"miseq",FALSE,1,FALSE,"selenastrum","21",0.0306098178059095,0.96939018219409,0.995505446573888,0.00449455342611168,"Increased CC","Decreased GR","Increased CC
Decreased GR",490.970488527229,19.595317328001,0.019144985453076,0.00047013872259601,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","153DF",951,995,22,"miseq",FALSE,1,FALSE,"selenastrum","22",0.0314189103580227,0.968581089641977,0.4171520145226,0.5828479854774,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",432.828426091562,33.276728566954,0.0316058816247233,0.00713169805753222,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","187D3",7,55,49,"miseq",FALSE,1,FALSE,"monoraphidium","16",0.190147413998534,0.809852586001466,0.996215100155037,0.00378489984496265,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",22329.2538735374,19403.5166010756,0.00860735437689494,0.00069544431512684,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","245D3",906,999,94,"miseq",FALSE,1,FALSE,"selenastrum","24",0.26238692519855,0.73761307480145,0.783311424490318,0.216688575509682,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",477.968192138091,15.5704253611925,0.019492581608001,0.000533180607168187,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","24DF",123,967,41,"miseq",FALSE,2,TRUE,"chlorella","2",0.209291552982331,0.790708447017669,0.11332431730306,0.88667568269694,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",281.093594159837,7.17839946738987,0.0625096745981183,0.00234810666558567,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","38DF",453,991,49,"miseq",FALSE,4,TRUE,"coelastrum","6",0.0202204436780826,0.979779556321917,0.891793990499553,0.108206009500447,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",591.40078774448,26.8997648151545,0.0298156455986272,0.00131327000173732,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","42DF",965,998,28,"miseq",FALSE,1,FALSE,"coelastrum","6",0.160284491008741,0.839715508991259,0.00257293013736076,0.997427069862639,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",497.406909965109,5.59002454883422,0.0360751739624081,0.000556797209092372,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","45,1DF",978,994,17,"miseq",FALSE,1,FALSE,"coelastrum","8",0.0255481135735564,0.974451886426444,0.565309559387826,0.434690440612174,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",543.42850090901,15.7534760009437,0.0257375492646032,0.000335569135007651,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","45,2DF",844,973,47,"miseq",FALSE,1,FALSE,"coelastrum","8",0.782580515123666,0.217419484876334,0.0204570579317755,0.979542942068225,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",476.73117270147,6.89162598735182,0.0328667973607697,6.32944088911305e-05,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu00001","49DF",949,998,32,"miseq",FALSE,1,FALSE,"coelastrum","8",0.227985419226441,0.772014580773559,0.0396722385400866,0.960327761459913,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",494.431432802586,10.4762777365682,0.0330478122475376,0.00233718195449935,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
