"otu","Isolate","count","totalReads","otuMatches","numOTUs","mixed","Domain","Phylum","Class","Order","Family","Genus"
"Otu26449","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu07570","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00869","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu16707","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01012","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu21309","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Vampirovibrio"
"Otu07325","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu04435","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu13224","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu08048","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu22947","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu08950","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu08775","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu00120","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Cryomorphaceae_unclassified"
"Otu04459","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu14793","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu15898","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu11374","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu02635","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00317","P1D0sepR1,022um",5,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00317","P1D0sepR2,022um",4,937,213,213,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00317","P3D0sepR2,022um",3,942,200,200,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00317","P3D0sepR3,022um",7,944,164,164,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00471","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00471","P2D0sepR3,022um",2,957,182,182,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu17593","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu24473","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu14753","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu05168","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu09582","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu16761","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu18879","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu04471","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu09789","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu01725","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu23991","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu22992","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu23541","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00103","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00103","P1D0sepR2,022um",4,937,213,213,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00103","P3D0sepR1,022um",2,923,126,126,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00103","P3D0sepR2,022um",3,942,200,200,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00103","P3D0sepR3,022um",3,944,164,164,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu27060","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu01298","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu26621","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00129","P1D0sepR1,022um",7,936,257,257,TRUE,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified"
"Otu17995","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu19681","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu06436","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00686","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu10629","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00040","P1D0sepR1,022um",3,936,257,257,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00040","P2D0sepR2,022um",53,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00040","P2D0sepR3,022um",60,957,182,182,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00040","P3D0sepR1,022um",4,923,126,126,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00040","P3D0sepR2,022um",2,942,200,200,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00040","P3D0sepR3,022um",2,944,164,164,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu26871","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00841","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu23977","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu01058","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu02804","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu17133","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu07086","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu00094","P1D0sepR2,022um",3,937,213,213,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00094","P2D0sepR2,022um",24,941,218,218,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00094","P2D0sepR3,022um",26,957,182,182,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00094","P3D0sepR2,022um",3,942,200,200,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00372","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00372","P3D0sepR1,022um",4,923,126,126,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu17326","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu19699","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu19527","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu20058","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu03098","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00034","P1D0sepR1,022um",32,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00034","P1D0sepR2,022um",33,937,213,213,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00034","P2D0sepR2,022um",11,941,218,218,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00034","P2D0sepR3,022um",12,957,182,182,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00034","P3D0sepR1,022um",28,923,126,126,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00034","P3D0sepR2,022um",44,942,200,200,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu00034","P3D0sepR3,022um",44,944,164,164,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu07259","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu02015","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu08321","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu11439","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu15222","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu25490","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu05496","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu07111","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu23047","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu21968","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu13383","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu08976","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu17158","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu26490","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu21444","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu23940","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu00356","P2D0sepR2,022um",5,941,218,218,TRUE,"Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
