"Well","host_species","plate_no","Day_isolated","Isolate","exact_isolate","read_day","read_time","read_timeHours","ChlA_100","day_mean","day_sd","Outlier"
"C7","selenastrum","24","D31","142,1DF","Plate_24_142,1DF_C7","9",2021-03-03 11:57:16,209.941111111111,272,227.333333333333,101.648085733738,FALSE
"D7","selenastrum","24","D3","219D3","Plate_24_219D3_D7","9",2021-03-03 11:57:16,209.941111111111,308,300.666666666667,8.7368949480541,FALSE
"E7","selenastrum","24","D3","245D3","Plate_24_245D3_E7","9",2021-03-03 11:57:16,209.941111111111,306,290.333333333333,19.8578280114753,FALSE
"F7","selenastrum","24","D31","140,1DF","Plate_24_140,1DF_F7","9",2021-03-03 11:57:16,209.941111111111,238,244.666666666667,22.7449628123093,FALSE
"G7","selenastrum","24","D31","132DF","Plate_24_132DF_G7","9",2021-03-03 11:57:16,209.941111111111,258,273.333333333333,16.0416125540213,FALSE
"B8","selenastrum","24","D3","231D3","Plate_24_231D3_B8","9",2021-03-03 11:57:16,209.941111111111,330,323.333333333333,5.85946527708232,FALSE
"C8","selenastrum","24","D3","247D3","Plate_24_247D3_C8","9",2021-03-03 11:57:16,209.941111111111,332,318.666666666667,19.731531449265,FALSE
"D8","selenastrum","24","D3","222D3","Plate_24_222D3_D8","9",2021-03-03 11:57:16,209.941111111111,107,214,92.8924108848511,FALSE
"E8","selenastrum","24","D31","151DF","Plate_24_151DF_E8","9",2021-03-03 11:57:16,209.941111111111,99.9,100.166666666667,7.70346242499653,FALSE
"F8","selenastrum","24","D3","225D3","Plate_24_225D3_F8","9",2021-03-03 11:57:16,209.941111111111,383,385,3.46410161513775,FALSE
"G8","selenastrum","24","D31","147DF","Plate_24_147DF_G8","9",2021-03-03 11:57:16,209.941111111111,322,275.666666666667,40.2036482589992,FALSE
"B9","selenastrum","24","D3","231D3","Plate_24_231D3_B9","9",2021-03-03 11:57:16,209.941111111111,319,323.333333333333,5.85946527708232,FALSE
"C9","selenastrum","24","D3","247D3","Plate_24_247D3_C9","9",2021-03-03 11:57:16,209.941111111111,296,318.666666666667,19.731531449265,FALSE
"D9","selenastrum","24","D3","222D3","Plate_24_222D3_D9","9",2021-03-03 11:57:16,209.941111111111,261,214,92.8924108848511,FALSE
"E9","selenastrum","24","D31","151DF","Plate_24_151DF_E9","9",2021-03-03 11:57:16,209.941111111111,92.6,100.166666666667,7.70346242499653,FALSE
"F9","selenastrum","24","D3","225D3","Plate_24_225D3_F9","9",2021-03-03 11:57:16,209.941111111111,383,385,3.46410161513775,FALSE
"G9","selenastrum","24","D31","147DF","Plate_24_147DF_G9","9",2021-03-03 11:57:16,209.941111111111,250,275.666666666667,40.2036482589992,FALSE
"B10","selenastrum","24","D3","231D3","Plate_24_231D3_B10","9",2021-03-03 11:57:16,209.941111111111,321,323.333333333333,5.85946527708232,FALSE
"C10","selenastrum","24","D3","247D3","Plate_24_247D3_C10","9",2021-03-03 11:57:16,209.941111111111,328,318.666666666667,19.731531449265,FALSE
"D10","selenastrum","24","D3","222D3","Plate_24_222D3_D10","9",2021-03-03 11:57:16,209.941111111111,274,214,92.8924108848511,FALSE
"E10","selenastrum","24","D31","151DF","Plate_24_151DF_E10","9",2021-03-03 11:57:16,209.941111111111,108,100.166666666667,7.70346242499653,FALSE
"F10","selenastrum","24","D3","225D3","Plate_24_225D3_F10","9",2021-03-03 11:57:16,209.941111111111,389,385,3.46410161513775,FALSE
"G10","selenastrum","24","D31","147DF","Plate_24_147DF_G10","9",2021-03-03 11:57:16,209.941111111111,255,275.666666666667,40.2036482589992,FALSE
"B11","selenastrum","24","Ctrl","AC","Plate_24_AC_B11","9",2021-03-03 11:57:16,209.941111111111,222,226.5,12.396235987858,FALSE
"C11","selenastrum","24","Ctrl","AC","Plate_24_AC_C11","9",2021-03-03 11:57:16,209.941111111111,245,226.5,12.396235987858,FALSE
"D11","selenastrum","24","Ctrl","AC","Plate_24_AC_D11","9",2021-03-03 11:57:16,209.941111111111,220,226.5,12.396235987858,FALSE
"E11","selenastrum","24","Ctrl","AC","Plate_24_AC_E11","9",2021-03-03 11:57:16,209.941111111111,219,226.5,12.396235987858,FALSE
"F11","selenastrum","24","Ctrl","MC","Plate_24_MC_F11","9",2021-03-03 11:57:16,209.941111111111,1,1.11,0.15556349186104,FALSE
"G11","selenastrum","24","Ctrl","MC","Plate_24_MC_G11","9",2021-03-03 11:57:16,209.941111111111,1.22,1.11,0.15556349186104,FALSE
"B2","selenastrum","25","D3","206D3","Plate_25_206D3_B2","0",2021-02-22 18:07:15,0,3.78,4.77666666666667,0.864889202923319,FALSE
"C2","selenastrum","25","D31","122DF","Plate_25_122DF_C2","0",2021-02-22 18:07:15,0,4,4.18333333333333,0.228983259941275,FALSE
"D2","selenastrum","25","D3","203D3","Plate_25_203D3_D2","0",2021-02-22 18:07:15,0,4.22,3.81333333333333,0.901628156910227,FALSE
"E2","selenastrum","25","D31","143DF","Plate_25_143DF_E2","0",2021-02-22 18:07:15,0,3.89,3.74333333333333,0.127017059221718,FALSE
"F2","selenastrum","25","D3","228D3","Plate_25_228D3_F2","0",2021-02-22 18:07:15,0,4.33,4.14666666666667,0.317542648054294,FALSE
"G2","selenastrum","25","D3","218D3","Plate_25_218D3_G2","0",2021-02-22 18:07:15,0,4.44,3.55333333333333,1.01908455651792,FALSE
"B3","selenastrum","25","D3","206D3","Plate_25_206D3_B3","0",2021-02-22 18:07:15,0,5.33,4.77666666666667,0.864889202923319,FALSE
"C3","selenastrum","25","D31","122DF","Plate_25_122DF_C3","0",2021-02-22 18:07:15,0,4.44,4.18333333333333,0.228983259941275,FALSE
"D3","selenastrum","25","D3","203D3","Plate_25_203D3_D3","0",2021-02-22 18:07:15,0,2.78,3.81333333333333,0.901628156910227,FALSE
"E3","selenastrum","25","D31","143DF","Plate_25_143DF_E3","0",2021-02-22 18:07:15,0,3.67,3.74333333333333,0.127017059221718,FALSE
"F3","selenastrum","25","D3","228D3","Plate_25_228D3_F3","0",2021-02-22 18:07:15,0,3.78,4.14666666666667,0.317542648054294,FALSE
"G3","selenastrum","25","D3","218D3","Plate_25_218D3_G3","0",2021-02-22 18:07:15,0,3.78,3.55333333333333,1.01908455651792,FALSE
"B4","selenastrum","25","D3","206D3","Plate_25_206D3_B4","0",2021-02-22 18:07:15,0,5.22,4.77666666666667,0.864889202923319,FALSE
"C4","selenastrum","25","D31","122DF","Plate_25_122DF_C4","0",2021-02-22 18:07:15,0,4.11,4.18333333333333,0.228983259941275,FALSE
"D4","selenastrum","25","D3","203D3","Plate_25_203D3_D4","0",2021-02-22 18:07:15,0,4.44,3.81333333333333,0.901628156910227,FALSE
"E4","selenastrum","25","D31","143DF","Plate_25_143DF_E4","0",2021-02-22 18:07:15,0,3.67,3.74333333333333,0.127017059221718,FALSE
"F4","selenastrum","25","D3","228D3","Plate_25_228D3_F4","0",2021-02-22 18:07:15,0,4.33,4.14666666666667,0.317542648054294,FALSE
"G4","selenastrum","25","D3","218D3","Plate_25_218D3_G4","0",2021-02-22 18:07:15,0,2.44,3.55333333333333,1.01908455651792,FALSE
"B5","selenastrum","25","D31","139DF","Plate_25_139DF_B5","0",2021-02-22 18:07:15,0,4.67,4.52,0.46357307945997,FALSE
"C5","selenastrum","25","D31","126DF","Plate_25_126DF_C5","0",2021-02-22 18:07:15,0,2.33,3.25666666666667,0.892263040438936,FALSE
"D5","selenastrum","25","D31","133DF","Plate_25_133DF_D5","0",2021-02-22 18:07:15,0,4.56,4.55666666666667,0.115036226178249,FALSE
"E5","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E5","0",2021-02-22 18:07:15,0,4.67,4.70333333333333,0.500832640043891,FALSE
"F5","selenastrum","25","D31","150DF","Plate_25_150DF_F5","0",2021-02-22 18:07:15,0,3.22,3.66666666666667,1.17547153659003,FALSE
"G5","selenastrum","25","D31","132,1DF","Plate_25_132,1DF_G5","0",2021-02-22 18:07:15,0,3.56,3.96666666666667,0.611582646363787,FALSE
"B6","selenastrum","25","D31","139DF","Plate_25_139DF_B6","0",2021-02-22 18:07:15,0,4,4.52,0.46357307945997,FALSE
"C6","selenastrum","25","D31","126DF","Plate_25_126DF_C6","0",2021-02-22 18:07:15,0,4.11,3.25666666666667,0.892263040438936,FALSE
"D6","selenastrum","25","D31","133DF","Plate_25_133DF_D6","0",2021-02-22 18:07:15,0,4.44,4.55666666666667,0.115036226178249,FALSE
"E6","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E6","0",2021-02-22 18:07:15,0,5.22,4.70333333333333,0.500832640043891,FALSE
"F6","selenastrum","25","D31","150DF","Plate_25_150DF_F6","0",2021-02-22 18:07:15,0,2.78,3.66666666666667,1.17547153659003,FALSE
"G6","selenastrum","25","D31","132,1DF","Plate_25_132,1DF_G6","0",2021-02-22 18:07:15,0,3.67,3.96666666666667,0.611582646363787,FALSE
"B7","selenastrum","25","D31","139DF","Plate_25_139DF_B7","0",2021-02-22 18:07:15,0,4.89,4.52,0.46357307945997,FALSE
"C7","selenastrum","25","D31","126DF","Plate_25_126DF_C7","0",2021-02-22 18:07:15,0,3.33,3.25666666666667,0.892263040438936,FALSE
"D7","selenastrum","25","D31","133DF","Plate_25_133DF_D7","0",2021-02-22 18:07:15,0,4.67,4.55666666666667,0.115036226178249,FALSE
"E7","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E7","0",2021-02-22 18:07:15,0,4.22,4.70333333333333,0.500832640043891,FALSE
"F7","selenastrum","25","D31","150DF","Plate_25_150DF_F7","0",2021-02-22 18:07:15,0,5,3.66666666666667,1.17547153659003,FALSE
"G7","selenastrum","25","D31","132,1DF","Plate_25_132,1DF_G7","0",2021-02-22 18:07:15,0,4.67,3.96666666666667,0.611582646363787,FALSE
"B8","selenastrum","25","D31","145DF","Plate_25_145DF_B8","0",2021-02-22 18:07:15,0,3.89,3.81666666666667,0.127017059221718,FALSE
"C8","selenastrum","25","D3","250D3","Plate_25_250D3_C8","0",2021-02-22 18:07:15,0,4.33,3.66666666666667,0.616954887599842,FALSE
"D8","selenastrum","25","D3","216D3","Plate_25_216D3_D8","0",2021-02-22 18:07:15,0,2.89,3.14666666666667,0.276827262626594,FALSE
"E8","selenastrum","25","D31","TRI_124,1,139,145DF","Plate_25_TRI_124,1,139,145DF_E8","0",2021-02-22 18:07:15,0,3.67,3.67,NA,NA
"F8","selenastrum","25","D3","TRI_250D3,126,150DF","Plate_25_TRI_250D3,126,150DF_F8","0",2021-02-22 18:07:15,0,5,5,NA,NA
"G8","selenastrum","25","D3","TRI_216D3,132,1,133DF","Plate_25_TRI_216D3,132,1,133DF_G8","0",2021-02-22 18:07:15,0,3.78,3.78,NA,NA
"B9","selenastrum","25","D31","145DF","Plate_25_145DF_B9","0",2021-02-22 18:07:15,0,3.67,3.81666666666667,0.127017059221718,FALSE
"C9","selenastrum","25","D3","250D3","Plate_25_250D3_C9","0",2021-02-22 18:07:15,0,3.56,3.66666666666667,0.616954887599842,FALSE
"D9","selenastrum","25","D3","216D3","Plate_25_216D3_D9","0",2021-02-22 18:07:15,0,3.11,3.14666666666667,0.276827262626594,FALSE
"E9","selenastrum","25","Ctrl","AC","Plate_25_AC_E9","0",2021-02-22 18:07:15,0,3.56,4.255,0.43584528345631,FALSE
"F9","selenastrum","25","Ctrl","AC","Plate_25_AC_F9","0",2021-02-22 18:07:15,0,4.44,4.255,0.43584528345631,FALSE
"G9","selenastrum","25","Ctrl","AC","Plate_25_AC_G9","0",2021-02-22 18:07:15,0,4.56,4.255,0.43584528345631,FALSE
"B10","selenastrum","25","D31","145DF","Plate_25_145DF_B10","0",2021-02-22 18:07:15,0,3.89,3.81666666666667,0.127017059221718,FALSE
"C10","selenastrum","25","D3","250D3","Plate_25_250D3_C10","0",2021-02-22 18:07:15,0,3.11,3.66666666666667,0.616954887599842,FALSE
"D10","selenastrum","25","D3","216D3","Plate_25_216D3_D10","0",2021-02-22 18:07:15,0,3.44,3.14666666666667,0.276827262626594,FALSE
"E10","selenastrum","25","Ctrl","AC","Plate_25_AC_E10","0",2021-02-22 18:07:15,0,4.56,4.255,0.43584528345631,FALSE
"F10","selenastrum","25","Ctrl","AC","Plate_25_AC_F10","0",2021-02-22 18:07:15,0,4.11,4.255,0.43584528345631,FALSE
"G10","selenastrum","25","Ctrl","AC","Plate_25_AC_G10","0",2021-02-22 18:07:15,0,4.33,4.255,0.43584528345631,FALSE
"B11","selenastrum","25","Ctrl","AC","Plate_25_AC_B11","0",2021-02-22 18:07:15,0,4.33,4.255,0.43584528345631,FALSE
"C11","selenastrum","25","Ctrl","AC","Plate_25_AC_C11","0",2021-02-22 18:07:15,0,4.44,4.255,0.43584528345631,FALSE
"D11","selenastrum","25","Ctrl","AC","Plate_25_AC_D11","0",2021-02-22 18:07:15,0,4.78,4.255,0.43584528345631,FALSE
"E11","selenastrum","25","Ctrl","AC","Plate_25_AC_E11","0",2021-02-22 18:07:15,0,3.44,4.255,0.43584528345631,FALSE
"F11","selenastrum","25","Ctrl","MC","Plate_25_MC_F11","0",2021-02-22 18:07:15,0,2.56,2.28,0.395979797464467,FALSE
"G11","selenastrum","25","Ctrl","MC","Plate_25_MC_G11","0",2021-02-22 18:07:15,0,2,2.28,0.395979797464467,FALSE
"B2","selenastrum","25","D3","206D3","Plate_25_206D3_B2","1",2021-02-23 11:32:14,17.4163888888889,5,4.92666666666667,0.336055550963428,FALSE
"C2","selenastrum","25","D31","122DF","Plate_25_122DF_C2","1",2021-02-23 11:32:14,17.4163888888889,4.56,4.89,0.291032644217105,FALSE
"D2","selenastrum","25","D3","203D3","Plate_25_203D3_D2","1",2021-02-23 11:32:14,17.4163888888889,4.78,4.89,0.731231837381278,FALSE
"E2","selenastrum","25","D31","143DF","Plate_25_143DF_E2","1",2021-02-23 11:32:14,17.4163888888889,4.89,5.11,0.291032644217105,FALSE
"F2","selenastrum","25","D3","228D3","Plate_25_228D3_F2","1",2021-02-23 11:32:14,17.4163888888889,4.67,4.44666666666667,0.587735768295017,FALSE
"G2","selenastrum","25","D3","218D3","Plate_25_218D3_G2","1",2021-02-23 11:32:14,17.4163888888889,4.67,5,0.77929455278476,FALSE
"B3","selenastrum","25","D3","206D3","Plate_25_206D3_B3","1",2021-02-23 11:32:14,17.4163888888889,5.22,4.92666666666667,0.336055550963428,FALSE
"C3","selenastrum","25","D31","122DF","Plate_25_122DF_C3","1",2021-02-23 11:32:14,17.4163888888889,5.11,4.89,0.291032644217105,FALSE
"D3","selenastrum","25","D3","203D3","Plate_25_203D3_D3","1",2021-02-23 11:32:14,17.4163888888889,4.22,4.89,0.731231837381278,FALSE
"E3","selenastrum","25","D31","143DF","Plate_25_143DF_E3","1",2021-02-23 11:32:14,17.4163888888889,5.44,5.11,0.291032644217105,FALSE
"F3","selenastrum","25","D3","228D3","Plate_25_228D3_F3","1",2021-02-23 11:32:14,17.4163888888889,3.78,4.44666666666667,0.587735768295017,FALSE
"G3","selenastrum","25","D3","218D3","Plate_25_218D3_G3","1",2021-02-23 11:32:14,17.4163888888889,4.44,5,0.77929455278476,FALSE
"B4","selenastrum","25","D3","206D3","Plate_25_206D3_B4","1",2021-02-23 11:32:14,17.4163888888889,4.56,4.92666666666667,0.336055550963428,FALSE
"C4","selenastrum","25","D31","122DF","Plate_25_122DF_C4","1",2021-02-23 11:32:14,17.4163888888889,5,4.89,0.291032644217105,FALSE
"D4","selenastrum","25","D3","203D3","Plate_25_203D3_D4","1",2021-02-23 11:32:14,17.4163888888889,5.67,4.89,0.731231837381278,FALSE
"E4","selenastrum","25","D31","143DF","Plate_25_143DF_E4","1",2021-02-23 11:32:14,17.4163888888889,5,5.11,0.291032644217105,FALSE
"F4","selenastrum","25","D3","228D3","Plate_25_228D3_F4","1",2021-02-23 11:32:14,17.4163888888889,4.89,4.44666666666667,0.587735768295017,FALSE
"G4","selenastrum","25","D3","218D3","Plate_25_218D3_G4","1",2021-02-23 11:32:14,17.4163888888889,5.89,5,0.77929455278476,FALSE
"B5","selenastrum","25","D31","139DF","Plate_25_139DF_B5","1",2021-02-23 11:32:14,17.4163888888889,5.33,5.40666666666667,0.234591844132172,FALSE
"C5","selenastrum","25","D31","126DF","Plate_25_126DF_C5","1",2021-02-23 11:32:14,17.4163888888889,4.89,5.48333333333333,0.525483903971695,FALSE
"D5","selenastrum","25","D31","133DF","Plate_25_133DF_D5","1",2021-02-23 11:32:14,17.4163888888889,5.11,5.29333333333333,0.168027775481714,FALSE
"E5","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E5","1",2021-02-23 11:32:14,17.4163888888889,5.22,5.33333333333333,0.296704117486315,FALSE
"F5","selenastrum","25","D31","150DF","Plate_25_150DF_F5","1",2021-02-23 11:32:14,17.4163888888889,4.22,5.22333333333333,0.870651097359518,FALSE
"G5","selenastrum","25","D31","132,1DF","Plate_25_132,1DF_G5","1",2021-02-23 11:32:14,17.4163888888889,5.89,5.89,0.89,FALSE
"B6","selenastrum","25","D31","139DF","Plate_25_139DF_B6","1",2021-02-23 11:32:14,17.4163888888889,5.22,5.40666666666667,0.234591844132172,FALSE
"C6","selenastrum","25","D31","126DF","Plate_25_126DF_C6","1",2021-02-23 11:32:14,17.4163888888889,5.67,5.48333333333333,0.525483903971695,FALSE
"D6","selenastrum","25","D31","133DF","Plate_25_133DF_D6","1",2021-02-23 11:32:14,17.4163888888889,5.33,5.29333333333333,0.168027775481714,FALSE
"E6","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E6","1",2021-02-23 11:32:14,17.4163888888889,5.11,5.33333333333333,0.296704117486315,FALSE
"F6","selenastrum","25","D31","150DF","Plate_25_150DF_F6","1",2021-02-23 11:32:14,17.4163888888889,5.78,5.22333333333333,0.870651097359518,FALSE
"G6","selenastrum","25","D31","132,1DF","Plate_25_132,1DF_G6","1",2021-02-23 11:32:14,17.4163888888889,5,5.89,0.89,FALSE
"B7","selenastrum","25","D31","139DF","Plate_25_139DF_B7","1",2021-02-23 11:32:14,17.4163888888889,5.67,5.40666666666667,0.234591844132172,FALSE
"C7","selenastrum","25","D31","126DF","Plate_25_126DF_C7","1",2021-02-23 11:32:14,17.4163888888889,5.89,5.48333333333333,0.525483903971695,FALSE
"D7","selenastrum","25","D31","133DF","Plate_25_133DF_D7","1",2021-02-23 11:32:14,17.4163888888889,5.44,5.29333333333333,0.168027775481714,FALSE
"E7","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E7","1",2021-02-23 11:32:14,17.4163888888889,5.67,5.33333333333333,0.296704117486315,FALSE
"F7","selenastrum","25","D31","150DF","Plate_25_150DF_F7","1",2021-02-23 11:32:14,17.4163888888889,5.67,5.22333333333333,0.870651097359518,FALSE
"G7","selenastrum","25","D31","132,1DF","Plate_25_132,1DF_G7","1",2021-02-23 11:32:14,17.4163888888889,6.78,5.89,0.89,FALSE
"B8","selenastrum","25","D31","145DF","Plate_25_145DF_B8","1",2021-02-23 11:32:14,17.4163888888889,5.33,5.66666666666667,0.296704117486315,FALSE
"C8","selenastrum","25","D3","250D3","Plate_25_250D3_C8","1",2021-02-23 11:32:14,17.4163888888889,4.33,4.63,0.340440890610984,FALSE
"D8","selenastrum","25","D3","216D3","Plate_25_216D3_D8","1",2021-02-23 11:32:14,17.4163888888889,4,4.48,0.57,FALSE
"E8","selenastrum","25","D31","TRI_124,1,139,145DF","Plate_25_TRI_124,1,139,145DF_E8","1",2021-02-23 11:32:14,17.4163888888889,5.11,5.11,NA,NA
"F8","selenastrum","25","D3","TRI_250D3,126,150DF","Plate_25_TRI_250D3,126,150DF_F8","1",2021-02-23 11:32:14,17.4163888888889,5,5,NA,NA
"G8","selenastrum","25","D3","TRI_216D3,132,1,133DF","Plate_25_TRI_216D3,132,1,133DF_G8","1",2021-02-23 11:32:14,17.4163888888889,5.33,5.33,NA,NA
"B9","selenastrum","25","D31","145DF","Plate_25_145DF_B9","1",2021-02-23 11:32:14,17.4163888888889,5.89,5.66666666666667,0.296704117486315,FALSE
"C9","selenastrum","25","D3","250D3","Plate_25_250D3_C9","1",2021-02-23 11:32:14,17.4163888888889,4.56,4.63,0.340440890610984,FALSE
"D9","selenastrum","25","D3","216D3","Plate_25_216D3_D9","1",2021-02-23 11:32:14,17.4163888888889,4.33,4.48,0.57,FALSE
"E9","selenastrum","25","Ctrl","AC","Plate_25_AC_E9","1",2021-02-23 11:32:14,17.4163888888889,4.78,5.389,0.553643487373518,FALSE
"F9","selenastrum","25","Ctrl","AC","Plate_25_AC_F9","1",2021-02-23 11:32:14,17.4163888888889,5.11,5.389,0.553643487373518,FALSE
"G9","selenastrum","25","Ctrl","AC","Plate_25_AC_G9","1",2021-02-23 11:32:14,17.4163888888889,5.22,5.389,0.553643487373518,FALSE
"B10","selenastrum","25","D31","145DF","Plate_25_145DF_B10","1",2021-02-23 11:32:14,17.4163888888889,5.78,5.66666666666667,0.296704117486315,FALSE
"C10","selenastrum","25","D3","250D3","Plate_25_250D3_C10","1",2021-02-23 11:32:14,17.4163888888889,5,4.63,0.340440890610984,FALSE
"D10","selenastrum","25","D3","216D3","Plate_25_216D3_D10","1",2021-02-23 11:32:14,17.4163888888889,5.11,4.48,0.57,FALSE
"E10","selenastrum","25","Ctrl","AC","Plate_25_AC_E10","1",2021-02-23 11:32:14,17.4163888888889,5,5.389,0.553643487373518,FALSE
"F10","selenastrum","25","Ctrl","AC","Plate_25_AC_F10","1",2021-02-23 11:32:14,17.4163888888889,5.78,5.389,0.553643487373518,FALSE
"G10","selenastrum","25","Ctrl","AC","Plate_25_AC_G10","1",2021-02-23 11:32:14,17.4163888888889,5,5.389,0.553643487373518,FALSE
"B11","selenastrum","25","Ctrl","AC","Plate_25_AC_B11","1",2021-02-23 11:32:14,17.4163888888889,5.11,5.389,0.553643487373518,FALSE
"C11","selenastrum","25","Ctrl","AC","Plate_25_AC_C11","1",2021-02-23 11:32:14,17.4163888888889,5.33,5.389,0.553643487373518,FALSE
"D11","selenastrum","25","Ctrl","AC","Plate_25_AC_D11","1",2021-02-23 11:32:14,17.4163888888889,6.56,5.389,0.553643487373518,TRUE
"E11","selenastrum","25","Ctrl","AC","Plate_25_AC_E11","1",2021-02-23 11:32:14,17.4163888888889,6,5.389,0.553643487373518,FALSE
"F11","selenastrum","25","Ctrl","MC","Plate_25_MC_F11","1",2021-02-23 11:32:14,17.4163888888889,2.44,2.5,0.0848528137423858,FALSE
"G11","selenastrum","25","Ctrl","MC","Plate_25_MC_G11","1",2021-02-23 11:32:14,17.4163888888889,2.56,2.5,0.0848528137423858,FALSE
"B2","selenastrum","25","D3","206D3","Plate_25_206D3_B2","10",2021-03-04 11:23:07,233.264444444444,397,382,19.4679223339318,FALSE
"C2","selenastrum","25","D31","122DF","Plate_25_122DF_C2","10",2021-03-04 11:23:07,233.264444444444,62,50.7,12.4213525833542,FALSE
"D2","selenastrum","25","D3","203D3","Plate_25_203D3_D2","10",2021-03-04 11:23:07,233.264444444444,337,322,13.076696830622,FALSE
"E2","selenastrum","25","D31","143DF","Plate_25_143DF_E2","10",2021-03-04 11:23:07,233.264444444444,285,152.866666666667,114.481323076445,FALSE
"F2","selenastrum","25","D3","228D3","Plate_25_228D3_F2","10",2021-03-04 11:23:07,233.264444444444,194,230.333333333333,31.785741037977,FALSE
"G2","selenastrum","25","D3","218D3","Plate_25_218D3_G2","10",2021-03-04 11:23:07,233.264444444444,355,354.333333333333,4.04145188432738,FALSE
"B3","selenastrum","25","D3","206D3","Plate_25_206D3_B3","10",2021-03-04 11:23:07,233.264444444444,389,382,19.4679223339318,FALSE
"C3","selenastrum","25","D31","122DF","Plate_25_122DF_C3","10",2021-03-04 11:23:07,233.264444444444,52.7,50.7,12.4213525833542,FALSE
"D3","selenastrum","25","D3","203D3","Plate_25_203D3_D3","10",2021-03-04 11:23:07,233.264444444444,313,322,13.076696830622,FALSE
"E3","selenastrum","25","D31","143DF","Plate_25_143DF_E3","10",2021-03-04 11:23:07,233.264444444444,90.2,152.866666666667,114.481323076445,FALSE
"F3","selenastrum","25","D3","228D3","Plate_25_228D3_F3","10",2021-03-04 11:23:07,233.264444444444,253,230.333333333333,31.785741037977,FALSE
"G3","selenastrum","25","D3","218D3","Plate_25_218D3_G3","10",2021-03-04 11:23:07,233.264444444444,350,354.333333333333,4.04145188432738,FALSE
"B4","selenastrum","25","D3","206D3","Plate_25_206D3_B4","10",2021-03-04 11:23:07,233.264444444444,360,382,19.4679223339318,FALSE
"C4","selenastrum","25","D31","122DF","Plate_25_122DF_C4","10",2021-03-04 11:23:07,233.264444444444,37.4,50.7,12.4213525833542,FALSE
"D4","selenastrum","25","D3","203D3","Plate_25_203D3_D4","10",2021-03-04 11:23:07,233.264444444444,316,322,13.076696830622,FALSE
"E4","selenastrum","25","D31","143DF","Plate_25_143DF_E4","10",2021-03-04 11:23:07,233.264444444444,83.4,152.866666666667,114.481323076445,FALSE
"F4","selenastrum","25","D3","228D3","Plate_25_228D3_F4","10",2021-03-04 11:23:07,233.264444444444,244,230.333333333333,31.785741037977,FALSE
"G4","selenastrum","25","D3","218D3","Plate_25_218D3_G4","10",2021-03-04 11:23:07,233.264444444444,358,354.333333333333,4.04145188432738,FALSE
"B5","selenastrum","25","D31","139DF","Plate_25_139DF_B5","10",2021-03-04 11:23:07,233.264444444444,441,416,21.7025344142107,FALSE
"C5","selenastrum","25","D31","126DF","Plate_25_126DF_C5","10",2021-03-04 11:23:07,233.264444444444,431,368.333333333333,56.5803263805833,FALSE
"D5","selenastrum","25","D31","133DF","Plate_25_133DF_D5","10",2021-03-04 11:23:07,233.264444444444,450,418.333333333333,48.9114846772548,FALSE
"E5","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E5","10",2021-03-04 11:23:07,233.264444444444,327,315.666666666667,29.6704117486316,FALSE
"F5","selenastrum","25","D31","150DF","Plate_25_150DF_F5","10",2021-03-04 11:23:07,233.264444444444,182,180.333333333333,2.08166599946613,FALSE
"G5","selenastrum","25","D31","132,1DF","Plate_25_132,1DF_G5","10",2021-03-04 11:23:07,233.264444444444,26.1,22.7666666666667,2.8936712552281,FALSE
"B6","selenastrum","25","D31","139DF","Plate_25_139DF_B6","10",2021-03-04 11:23:07,233.264444444444,402,416,21.7025344142107,FALSE
"C6","selenastrum","25","D31","126DF","Plate_25_126DF_C6","10",2021-03-04 11:23:07,233.264444444444,353,368.333333333333,56.5803263805833,FALSE
"D6","selenastrum","25","D31","133DF","Plate_25_133DF_D6","10",2021-03-04 11:23:07,233.264444444444,362,418.333333333333,48.9114846772548,FALSE
"E6","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E6","10",2021-03-04 11:23:07,233.264444444444,282,315.666666666667,29.6704117486316,FALSE
"F6","selenastrum","25","D31","150DF","Plate_25_150DF_F6","10",2021-03-04 11:23:07,233.264444444444,178,180.333333333333,2.08166599946613,FALSE
"G6","selenastrum","25","D31","132,1DF","Plate_25_132,1DF_G6","10",2021-03-04 11:23:07,233.264444444444,20.9,22.7666666666667,2.8936712552281,FALSE
"B7","selenastrum","25","D31","139DF","Plate_25_139DF_B7","10",2021-03-04 11:23:07,233.264444444444,405,416,21.7025344142107,FALSE
"C7","selenastrum","25","D31","126DF","Plate_25_126DF_C7","10",2021-03-04 11:23:07,233.264444444444,321,368.333333333333,56.5803263805833,FALSE
"D7","selenastrum","25","D31","133DF","Plate_25_133DF_D7","10",2021-03-04 11:23:07,233.264444444444,443,418.333333333333,48.9114846772548,FALSE
"E7","selenastrum","25","D31","124,1DF","Plate_25_124,1DF_E7","10",2021-03-04 11:23:07,233.264444444444,338,315.666666666667,29.6704117486316,FALSE
"F7","selenastrum","25","D31","150DF","Plate_25_150DF_F7","10",2021-03-04 11:23:07,233.264444444444,181,180.333333333333,2.08166599946613,FALSE
