"","Isolate","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","exact_isolate","asymptote","intercept","growthParam","growthrate","r2","std_error","outlier","split_var","normCC","normGR","logNormCC","logNormGR"
"72","110D3","scenedesmus","12",0.0825090133292562,0.917490986670744,0.237468712159396,0.762531287840604,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_12_110D3_D7",368.438364598575,-4.6952278814708,0.0320936596720356,0.0240217299124388,0.973703242903314,0.00197384057939716,FALSE,"110D3_12",1.33585484314537,0.982860343592401,0.289571418871289,-0.0172882405533279
"73","110DF","monoraphidium","20",0.00215748262306821,0.997842517376932,0.516156592848642,0.483843407151358,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_20_110DF_F2",593.318339594453,-3.14761023937569,0.0153033965109688,0.0286230544580855,0.989329964191015,0.0014862721438851,FALSE,"110DF_20",1.35971509446567,0.960375335465484,0.307275188438518,-0.0404310964876349
"74","110DF","monoraphidium","20",0.00215748262306821,0.997842517376932,0.516156592848642,0.483843407151358,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_20_110DF_F3",578.581119406659,-2.90695186395623,0.0137015264869367,0.0315961963930811,0.994288726846111,0.00138256126574809,FALSE,"110DF_20",1.32594162177391,1.06013171148011,0.282122864982978,0.0583931565181368
"75","110DF","monoraphidium","20",0.00215748262306821,0.997842517376932,0.516156592848642,0.483843407151358,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_20_110DF_F4",661.813364547421,-3.00475171327541,0.0128449191929523,0.0290549242126388,0.991466521021571,0.00134776379527812,FALSE,"110DF_20",1.51668600385642,0.974865649943064,0.416527694008912,-0.0254556124090746
"76","111,1DF","monoraphidium","16",0.00707510709331134,0.992924892906689,0.18927746281222,0.81072253718778,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_16_111,1DF_F5",820.574715235213,-3.22267798355042,0.0136624361680091,0.0317738214125873,0.990991562234855,0.0017490353445085,FALSE,"111,1DF_16",2.0233933541668,1.01399533673722,0.704775980296169,0.013898306279931
"77","111,1DF","monoraphidium","16",0.00707510709331134,0.992924892906689,0.18927746281222,0.81072253718778,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_16_111,1DF_F6",799.524427069252,-3.16799063893189,0.0133909990439448,0.0325959218435196,0.993477478203185,0.00152486500221039,FALSE,"111,1DF_16",1.97148703486705,1.04023095984564,0.678788098035477,0.0394427652725368
"78","111,1DF","monoraphidium","16",0.00707510709331134,0.992924892906689,0.18927746281222,0.81072253718778,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_16_111,1DF_F7",1099.82204431495,-3.4621807294895,0.0124954494750155,0.0331003120739184,0.989904651621786,0.00192990278907613,FALSE,"111,1DF_16",2.71196829967533,1.05632752358215,0.997674681099555,0.0547982921033174
"79","111,2DF","monoraphidium","18",0.656894604655537,0.343105395344463,0.929144374023239,0.070855625976761,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_18_111,2DF_E2",39.6019192191687,-3.07576530725274,0.0283574549043607,0.0100383420051108,0.730654065272165,0.00304741290494067,FALSE,"111,2DF_18",0.124863846959488,0.331240259247197,-2.08053135963986,-1.10491130816027
"80","111,2DF","monoraphidium","18",0.656894604655537,0.343105395344463,0.929144374023239,0.070855625976761,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_18_111,2DF_E3",371.55856623716,-7.61087204729364,0.0435393323435545,0.024150030716695,0.967118161268159,0.00222651676652162,FALSE,"111,2DF_18",1.17151473630265,0.796890804413024,0.158297557890145,-0.227037617843124
"81","111,2DF","monoraphidium","18",0.656894604655537,0.343105395344463,0.929144374023239,0.070855625976761,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_18_111,2DF_E4",382.350086386468,-6.7214182632672,0.027694825235999,0.0238952834741571,0.939803948033645,0.00349153927246355,FALSE,"111,2DF_18",1.20554012565124,0.788484780528023,0.186927703569369,-0.237642174568722
"82","111D3","scenedesmus","12",0.215413254450093,0.784586745549907,0.765756634655103,0.234243365344897,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_12_111D3_D10",318.881075038077,-4.33286198259648,0.0301549708074025,0.0230550542562565,0.984178157757747,0.00146159758483842,FALSE,"111D3_12",1.15617392054472,0.943308355827948,0.145116209231874,-0.0583620552844129
"83","111D3","scenedesmus","12",0.215413254450093,0.784586745549907,0.765756634655103,0.234243365344897,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_12_111D3_D8",317.534705257101,-4.63003591390597,0.0318913384800417,0.0252140640169546,0.993998793863184,0.00113111970297929,FALSE,"111D3_12",1.15129235889046,1.03164525258576,0.140885101735009,0.0311548604702379
"84","111D3","scenedesmus","12",0.215413254450093,0.784586745549907,0.765756634655103,0.234243365344897,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_12_111D3_D9",299.075887318172,-4.55569351190371,0.0324825825432679,0.0227348333414637,0.983253838127384,0.00148349674088875,FALSE,"111D3_12",1.08436582867062,0.930206366941807,0.0809953264072247,-0.0723488175135583
"85","112,1DF","monoraphidium","18",0.0107405942084908,0.989259405791509,0.00048422104122667,0.999515778958773,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_18_112,1DF_D5",632.68348817284,-3.19538006998994,0.0182809447535595,0.0362180696642551,0.993041643782223,0.00175038777153193,FALSE,"112,1DF_18",1.99483499281444,1.19510600245667,0.690561336552433,0.178234886434082
"86","112,1DF","monoraphidium","18",0.0107405942084908,0.989259405791509,0.00048422104122667,0.999515778958773,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_18_112,1DF_D6",802.047719242114,-3.03615177963134,0.0141363851623182,0.0346999531425044,0.984524756853621,0.00251173421126222,FALSE,"112,1DF_18",2.52883611815407,1.14501194210526,0.927759164541913,0.135415066738064
"87","112,1DF","monoraphidium","18",0.0107405942084908,0.989259405791509,0.00048422104122667,0.999515778958773,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_18_112,1DF_D7",866.080282542054,-2.98639242524929,0.0127092019378922,0.0349012452735614,0.988391095522756,0.0021837931642307,FALSE,"112,1DF_18",2.73072916631819,1.15165408058209,1.00456866742309,0.141199239908959
"88","112,2DF","monoraphidium","19",0.0335350577685428,0.966464942231457,0.0630596467339753,0.936940353266025,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_19_112,2DF_G10",684.322572627724,-3.07288445246835,0.0130877585607739,0.0322279601380832,0.983565347131669,0.00208296263833508,FALSE,"112,2DF_19",1.52972364044357,1.04514245492826,0.42508709192823,0.044153196631492
"89","112,2DF","monoraphidium","19",0.0335350577685428,0.966464942231457,0.0630596467339753,0.936940353266025,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_19_112,2DF_G8",538.662173196741,-2.92445130645893,0.0160633598679558,0.0351560629073319,0.990124875184001,0.00202705679239582,FALSE,"112,2DF_19",1.20411673311853,1.14009989261351,0.18574629660424,0.131115883667122
"90","112,2DF","monoraphidium","19",0.0335350577685428,0.966464942231457,0.0630596467339753,0.936940353266025,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_19_112,2DF_G9",566.38189481848,-3.06891400784857,0.0158912216639248,0.0321552768634519,0.980709544445708,0.00225487929389123,FALSE,"112,2DF_19",1.2660809517011,1.04278535954416,0.235926264569588,0.0418953634160945
"91","112D3","scenedesmus","12",0.411542830879277,0.588457169120723,0.333800388233485,0.666199611766515,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_12_112D3_E2",293.236346611768,-4.21677775298602,0.0286471322869489,0.023821871624584,0.973941179740886,0.00224970857298105,FALSE,"112D3_12",1.0631932812816,0.974683048027645,0.0612769090605888,-0.0256429397799095
"92","112D3","scenedesmus","12",0.411542830879277,0.588457169120723,0.333800388233485,0.666199611766515,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_12_112D3_F2",277.610929421912,-4.32935688044944,0.0304947451684316,0.0245405810897148,0.959611249578387,0.00290674382020809,FALSE,"112D3_12",1.00653987263894,1.00408938280938,0.00651858045357703,0.00408104400946435
"93","112D3","scenedesmus","12",0.411542830879277,0.588457169120723,0.333800388233485,0.666199611766515,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_12_112D3_G2",285.557972253089,-4.33151322883492,0.030706341251478,0.0262176834698457,0.977318636625049,0.00230595154101032,FALSE,"112D3_12",1.03535363546811,1.07270881311617,0.0347430451399011,0.0701870504131415
"94","113,1DF","monoraphidium","19",0.079489611356865,0.920510388643135,0.956036295418354,0.0439637045816459,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_19_113,1DF_F2",6698.71069074208,-6.15146128982404,0.0070716737049374,0.0170197318586877,0.93816390406963,0.00252274734433633,FALSE,"113,1DF_19",14.9741898250882,0.551944468740664,2.70632804070745,-0.594307837873065
"95","113,1DF","monoraphidium","19",0.079489611356865,0.920510388643135,0.956036295418354,0.0439637045816459,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_19_113,1DF_F3",4599.93369243665,-5.84718063860554,0.00686098214512943,0.0164832536766549,0.956018669139541,0.00204118943536759,FALSE,"113,1DF_19",10.2826175772244,0.534546652627484,2.33045485574944,-0.626336269580427
"96","113,1DF","monoraphidium","19",0.079489611356865,0.920510388643135,0.956036295418354,0.0439637045816459,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_19_113,1DF_F4",1005.81421802336,-3.65483773939674,0.0132682674392583,0.0270402449698582,0.968063436043068,0.0028355818003095,FALSE,"113,1DF_19",2.24838087876669,0.876906508776015,0.810210347736152,-0.131354895740606
"97","113,2DF","monoraphidium","19",0.0576083590794515,0.942391640920549,0.999629687698295,0.000370312301705154,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_19_113,2DF_C2",494.049128634104,-4.38394677717558,0.0163787467037948,0.0201326856464467,0.986250571035073,0.00137242867066291,FALSE,"113,2DF_19",1.10438945293023,0.652896565922021,0.0992926509831912,-0.426336560533783
"98","113,2DF","monoraphidium","19",0.0576083590794515,0.942391640920549,0.999629687698295,0.000370312301705154,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_19_113,2DF_C3",649.009509265555,-4.17089731271377,0.012750101311783,0.0174676221669482,0.979421915305173,0.00103365528765743,FALSE,"113,2DF_19",1.45078538821822,0.566469408398907,0.372105056841716,-0.568332201033251
"99","113,2DF","monoraphidium","19",0.0576083590794515,0.942391640920549,0.999629687698295,0.000370312301705154,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_19_113,2DF_C4",545.849163203506,-4.11589847481165,0.0136812903958833,0.0192624126890211,0.989227415070936,0.000820629168463173,FALSE,"113,2DF_19",1.22018241465051,0.624673891843848,0.199000367773469,-0.470525538466506
"100","113,3DF","monoraphidium","19",0.0108950560600414,0.989104943939959,0.00202962628858359,0.997970373711416,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_19_113,3DF_G5",725.725330211187,-3.02007038463188,0.014281598344797,0.0353749262612043,0.988876966552806,0.0021660845609236,FALSE,"113,3DF_19",1.6222746969019,1.1471975612832,0.483829298260187,0.137322065061797
"101","113,3DF","monoraphidium","19",0.0108950560600414,0.989104943939959,0.00202962628858359,0.997970373711416,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_19_113,3DF_G6",950.191096860097,-7.21472909709774,0.0509431315392421,0.0364727913285062,0.994706301742428,0.00133036607912851,FALSE,"113,3DF_19",2.12404185094246,1.18280097480064,0.753320807019126,0.167885333142484
"102","113,3DF","monoraphidium","19",0.0108950560600414,0.989104943939959,0.00202962628858359,0.997970373711416,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_19_113,3DF_G7",844.875544777368,-3.06788438532791,0.0136036710341937,0.0343813807963129,0.970077682084941,0.00348623811692745,FALSE,"113,3DF_19",1.8886211646005,1.11497719915633,0.635847020286475,0.108833955515847
"103","113D3","scenedesmus","10",0.00163982442983024,0.99836017557017,0.000750466267265062,0.999249533732735,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_10_113D3_B9",227.192175420958,-4.86968763701102,0.040536467231523,0.0257923436540808,0.97436083601423,0.00241558430765179,FALSE,"113D3_10",1.34244103282683,1.13740484198774,0.294489623029767,0.128749212948264
"104","113D3","scenedesmus","10",0.00163982442983024,0.99836017557017,0.000750466267265062,0.999249533732735,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_10_113D3_C9",213.189259794003,-4.74831627486249,0.0394676526411966,0.0252654310600441,0.974584253420362,0.00235563406240739,FALSE,"113D3_10",1.25970011764344,1.11416876294818,0.230873690766157,0.108108622803377
"105","113D3","scenedesmus","10",0.00163982442983024,0.99836017557017,0.000750466267265062,0.999249533732735,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_10_113D3_D9",213.076370370015,-4.81847308969503,0.0373617249271587,0.0262735335666322,0.976909676984037,0.00233209187922628,FALSE,"113D3_10",1.25903307268622,1.15862461727423,0.230344023729274,0.147233626886245
"106","114D3","scenedesmus","10",0.00344506218229141,0.996554937817709,0.147189049085411,0.852810950914589,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_10_114D3_E9",205.176394938003,-4.31500672797356,0.0327067204446898,0.0224134655492535,0.948067470675155,0.00262288428440758,FALSE,"114D3_10",1.21235342292009,0.988401231906384,0.192563448208589,-0.0116665585042502
"107","114D3","scenedesmus","10",0.00344506218229141,0.996554937817709,0.147189049085411,0.852810950914589,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_10_114D3_F9",227.250349738986,-4.17393556454134,0.0305299276245581,0.0239210959693495,0.965075981457119,0.00262725240065199,FALSE,"114D3_10",1.34278477526177,1.05488554068977,0.294745648005971,0.0534322688051394
"108","114D3","scenedesmus","10",0.00344506218229141,0.996554937817709,0.147189049085411,0.852810950914589,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_10_114D3_G9",232.254856782089,-4.58617187281303,0.036607136218064,0.0257353721835729,0.963473610036714,0.00289303234955681,FALSE,"114D3_10",1.37235558064397,1.13489248299935,0.316528665290639,0.126537917811394
"109","114D3","scenedesmus","11",0.00463154756472491,0.995368452435275,0.0624310538200149,0.937568946179985,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_11_114D3_B5",253.469165022192,-4.47086113304965,0.0366150099661186,0.024890836359897,0.954378519166613,0.00314197860450573,FALSE,"114D3_11",1.14523076317102,1.11100897794516,0.135606156587118,0.105268591583583
"110","114D3","scenedesmus","11",0.00463154756472491,0.995368452435275,0.0624310538200149,0.937568946179985,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_11_114D3_C5",275.715908813361,-4.30277266433709,0.034310605653533,0.0227156197631609,0.943848617498252,0.00277027989048084,FALSE,"114D3_11",1.24574656108987,1.01391761737349,0.219734997661716,0.0138216566746293
