"","Group","Isolate_Number","asv","rel_abund","host_species","time","domain","phylum","class","order","family","genus"
"327","146D31","146D31","34",0.00128708016670753,"Selenastrum","D31","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"328","124point4D31","124_4D31","68",0.00533218926207404,"Selenastrum","D31","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"329","147D31","147D31","75",0.00372333905368963,"Selenastrum","D31","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Runella"
"330","100_D3","100D3","25790",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"331","101D31","101D31","9",NA,"Monoraphidium","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"332","103point1D31","103_1D31","78",NA,"Monoraphidium","D31","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"333","104D31","104D31","9",NA,"Monoraphidium","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"334","106_D3","106D3","14457",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"335","110D31","110D31","9",NA,"Monoraphidium","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"336","111_D3","111D3","14460",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"337","113point2D31","113_2D31","9",NA,"Monoraphidium","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"338","114_D3","114D3","1449",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia"
"339","117point1D31","117_1D31","67",NA,"Monoraphidium","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"340","118D31","118D31","54",NA,"Monoraphidium","D31","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"341","122D31","122D31","9",NA,"Monoraphidium","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"342","128_D3","128D3","14465",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"343","129D31","129D31","38",NA,"Selenastrum","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"344","132D31","132D31","38",NA,"Selenastrum","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"345","134_D3","134D3","14466",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae_unclassified"
"346","138D31","138D31","72",NA,"Selenastrum","D31","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"347","148_D3","148D3","14472",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"348","150point1D31","150_1D31","41",NA,"Selenastrum","D31","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae_unclassified"
"349","15D31","15D31","36",NA,"Chlorella","D31","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"350","173_D3","173D3","14473",NA,"Monoraphidium","D3","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"351","176_D3","176D3","14433",NA,"Monoraphidium","D3","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"352","194_D3","194D3","14437",NA,"Monoraphidium","D3","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter-Flavimobilis"
"353","1_D3","1D3","14442",NA,"Chlorella","D3","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum"
"354","247_D3","247D3","598",NA,"Selenastrum","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"355","25point1D31","25_1D31","44",NA,"Chlorella","D31","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"356","28_D3","28D3","14443",NA,"Chlorella","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"357","40_D3","40D3","14444",NA,"Chlorella","D3","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"358","43point1_D3","431_D3","14445",NA,"Chlorella","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"359","4_DF","4D31","14501",NA,"Chlorella","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"360","52point2D31","52_2D31","9",NA,"Coelastrum","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"361","57D3","57D3","84",NA,"Coelastrum","D3","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"362","62_D3","62D3","16781",NA,"Coelastrum","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"363","63_D3","63D3","14504",NA,"Coelastrum","D3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"364","66D31","66D31","9",NA,"Scenedesmus","D31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"365","88D3","88D3","61",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"366","98_D3","98D3","14513",NA,"Scenedesmus","D3","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum"
"367","9point2D31","9_2D31","64",NA,"Chlorella","D31","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"368","S7","7_D31","52",NA,"Chlorella","D31","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus"
